"","Drug_Overdose_Deaths","Alcohol_Impaired_Driving_Deaths","Unemployment_Rate","Income_Inequality","Highschool_Comp_Rate","Adult_Smoking_Rate","Excessive_Drinking_Rate","Median_House_Income","College_Education_Rate","Children_In_Poverty","Single_Parent_House","Social_Associations","Pop_Under_18","Pop_Over_65","NH_Black","American_Or_Alaska_Native","Hispanic_Pop","Female_Pop","Rural_Pop"
"73",30.467461215,0.2929292929,0.0333020576,4.0250270283,0.9417938832,0.149,0.1995425687,99162,0.7047029536,0.127,0.2241713426,11.765890025,0.2351007331,0.1284890909,0.0512981246,0.0954152083,0.0994480141,0.487443626,0.0426922852
"74",18.057060311,0.5,0.0881736527,5.6708508251,0.8273815412,0.354,0.1884964203,59011,0.3144393877,0.27,0.2344988345,2.6944010346,0.3512625294,0.0869255628,0.0096949115,0.8480035055,0.0224023662,0.4743386098,0.7269366763
"75",NA,1,0.0426540284,3.5533553355,0.9496855346,0.187,0.1951061166,96382,0.6962457338,0.133,0.0613496933,0,0.2138728324,0.1861271676,0.0069364162,0.310982659,0.1121387283,0.4658959538,1
"76",NA,NA,0.0286389135,3.2069960255,0.9454250355,0.154,0.2044092976,91356,0.7496437055,0.078,0.1938035597,0,0.2234506837,0.1651149258,0.0120744836,0.1281640966,0.0628455048,0.4611579866,1
"77",NA,NA,0.0925266904,4.9383272727,0.9240647683,0.194,0.18391891,63837,0.6899810964,0.196,0.3395953757,0,0.2448821939,0.1946697567,0.0081112399,0.1873310158,0.0695249131,0.4592506759,1
"78",NA,0.1666666667,0.0631895687,5.4009948282,0.9665471924,0.169,0.1995716512,90897,0.3586040915,0.112,0.0588235294,0,0.1760252366,0.138170347,0.0340694006,0.065615142,0.0529968454,0.4536277603,1
"79",NA,0.5,0.0558558559,4.2968457676,0.8811164714,0.291,0.2076562831,69716,0.4773082942,0.268,0.3367486339,0,0.3112428541,0.1206860047,0.0082574635,0.7255981368,0.0355706119,0.477239043,1
"80",18.049726998,0.3255813953,0.0367742646,3.7878787879,0.9466829666,0.16,0.2203011761,84166,0.7166145676,0.084,0.1711365423,9.3103051479,0.2342275263,0.1256344645,0.0476949536,0.0833927598,0.0861193842,0.4602961534,0.2536093252
"81",NA,1,0.0661625709,6.2089755433,0.9767605634,0.197,0.1763381644,70610,0.7694444444,0.167,0.0286624204,0,0.1707198444,0.2616731518,0.0068093385,0.1055447471,0.0418287938,0.4771400778,1
"82",NA,NA,0.0559552358,5.0018218623,0.9401523395,0.214,0.1800380107,64181,0.5612244898,0.281,0.1967741935,0,0.167031045,0.2632269348,0.0205509401,0.3817227809,0.0668998688,0.4547442064,1
"83",27.141007975,0.625,0.0277793754,3.8088852918,0.9544166994,0.145,0.2102968447,102097,0.7230865616,0.088,0.1575102724,14.387139149,0.203597917,0.1606753985,0.0130661196,0.1250433959,0.0746094366,0.4877071169,0.2324910867
"84",25.858822074,0.2894736842,0.0450546332,4.8469599571,0.9422739825,0.179,0.2010849272,76254,0.5981219379,0.127,0.1986054708,16.22969197,0.2199373867,0.1997857967,0.0077607514,0.083621684,0.0463997364,0.4757455924,0.7740097621
"85",26.568764794,0.3333333333,0.0378720896,4.4331809922,0.9474110852,0.179,0.2130579367,82648,0.655054104,0.117,0.2068017863,14.541224371,0.2028236664,0.1820100429,0.0099701623,0.1431482425,0.058001601,0.4843897824,0.1414539719
"86",NA,0,0.04345646,3.4688401548,0.9123233727,0.163,0.1903606946,83222,0.6781053649,0.093,0.130185067,13.294752483,0.2335691824,0.1396226415,0.0119496855,0.1241352201,0.0885220126,0.463836478,0.2725746126
"87",NA,1,0.1291038154,4.7810079695,0.814165844,0.428,0.1754284851,41824,0.2368421053,0.333,0.2887405688,3.5885167464,0.4209954095,0.0684948055,0.0039864702,0.9211162116,0.0176371104,0.4642425707,1
"88",NA,0,0.0579937304,4.4513168724,0.9078341014,0.257,0.1995616075,63038,0.4707520891,0.27,0.2862745098,0,0.2932657495,0.1361332368,0.0108616944,0.6068066618,0.0311368573,0.4735698769,1
"89",24.603907465,0.3260869565,0.0461134917,4.2319185332,0.9422298197,0.193,0.199178988,86313,0.5938529451,0.113,0.1684422181,8.2214552879,0.2555746746,0.1381866314,0.0117449812,0.0701433929,0.0577454225,0.4766291639,0.500901187
"90",NA,0.7,0.0686321895,5.3646934461,0.882278936,0.309,0.205389581,64480,0.4046735905,0.247,0.2923627685,4.0547389762,0.3372648704,0.0874428063,0.0084392476,0.7624809354,0.0215556685,0.4736146416,1
"91",NA,0,0.0501852476,4.6032282282,0.9067227996,0.239,0.2188041377,95795,0.5561667632,0.149,0.3273092369,2.7342325921,0.256362795,0.0809810273,0.0140675613,0.5226284128,0.041092087,0.3639055993,1
"92",NA,0,0.0897021887,4.8645510836,0.8605200946,0.313,0.1993736676,69234,0.3794599807,0.244,0.2840172786,6.6137566138,0.3757241008,0.0893169877,0.011181463,0.8041223225,0.0286945979,0.4657146706,1
"93",NA,1,0.0580912863,4.1166680964,0.8695309421,0.174,0.2017246886,76641,0.6651376147,0.095,0.1617161716,17.878426698,0.2071428571,0.2181547619,0.01875,0.1089285714,0.0735119048,0.4824404762,1
"94",NA,0.2857142857,0.0549572967,4.6111924883,0.9245964828,0.25,0.177256637,58381,0.5675877521,0.218,0.2242765273,8.727526619,0.2152212389,0.2102654867,0.0063716814,0.4283185841,0.045840708,0.4500884956,1
"95",NA,0,0.0275999117,3.4934673128,0.9522319223,0.164,0.2084900969,90345,0.746898263,0.098,0.217699115,11.89484953,0.1942257218,0.1813409687,0.0099021713,0.1547363398,0.0775471248,0.4842519685,0.0934026957
"96",NA,NA,0.067114094,3.8415471356,0.9268041237,0.171,0.212721581,73603,0.4618834081,0.097,0.156097561,0,0.1452358927,0.1988899167,0.019426457,0.0619796485,0.0684551341,0.474560592,1
"97",NA,0.6666666667,0.0519680197,4.9535920186,0.9373621526,0.194,0.1865619722,74732,0.5909090909,0.145,0.1566068515,7.1736011478,0.2583677539,0.1532545221,0.0182310212,0.1102407065,0.0726392252,0.4305654465,1
"98",NA,NA,0.0507900677,4.244471146,0.8710711995,0.219,0.1757626225,67761,0.5898058252,0.194,0.2415254237,0,0.1874396135,0.2927536232,0.0057971014,0.1695652174,0.0400966184,0.4695652174,1
"99",NA,NA,0.0512820513,2.2657495729,0.9395465995,0.215,0.1889010272,78552,0.6515151515,0.148,0.0095238095,0,0.1957142857,0.2042857143,0.0214285714,0.3528571429,0.07,0.4171428571,1
"100",NA,0.1666666667,0.0787134998,5.5753623188,0.8701825558,0.298,0.1823060349,47798,0.4694940476,0.259,0.3803301238,0,0.2745703804,0.1753234215,0.0079165862,0.6835296389,0.0278045955,0.4597412628,1
"101",32.703212905,0.2115642351,0.0382082251,4.4010604587,0.8869775294,0.135,0.1880730805,74355,0.6558678251,0.16,0.2523777704,5.5934898924,0.2159216556,0.1878446792,0.0475622544,0.0515969337,0.3245625847,0.5000767067,0.1071484004
"102",26.744991284,0.238410596,0.0767872432,7.7788728609,0.8400994789,0.273,0.1407309505,40632,0.5423580239,0.342,0.4069407857,3.0477119303,0.2604841668,0.1671964788,0.0063118963,0.7335707299,0.0722582223,0.504753026,1
"103",29.51858353,0.2479338843,0.0441016817,4.8128930818,0.8891294736,0.165,0.1758027658,55254,0.6289192795,0.246,0.2780449021,7.9333597779,0.2078018192,0.2438904053,0.037433453,0.0187326421,0.3586576797,0.4913936481,0.3676771864
"104",24.825467682,0.2231759657,0.0433349989,5.149675608,0.9145109718,0.162,0.2021830443,64016,0.726342148,0.198,0.2669022956,9.6517111105,0.1933777593,0.1459947244,0.0122310149,0.2710606692,0.1504789671,0.5040191587,0.3240432526
"105",33.351862146,0.1525423729,0.0416952474,4.6326737921,0.8714490964,0.204,0.1745248197,51928,0.4843503937,0.271,0.29320031,8.9570620836,0.1893104855,0.3074997218,0.0064352212,0.1779793034,0.1930566374,0.5014279886,0.4435726085
"106",29.035508719,0.2363636364,0.0359337181,3.9996376155,0.8462359412,0.193,0.1861329477,63797,0.481163915,0.166,0.2462620061,4.0973111396,0.2682895382,0.1453363934,0.0130482993,0.1302251218,0.3352071998,0.4720338327,0.5242778917
"107",NA,0.4,0.0285354595,3.7602127873,0.8594123676,0.149,0.203612148,76338,0.5314176245,0.092,0.2278872151,4.253509145,0.2683293915,0.1452375833,0.0161255644,0.0476241668,0.4878520748,0.4784992475,1
"108",33.900603431,0.1444444444,0.0470469347,5.2918160277,0.826129815,0.197,0.1362254785,53925,0.4192294097,0.302,0.353028065,6.0945880059,0.1577002302,0.4171210469,0.009996365,0.1752090149,0.2763843451,0.4887919544,0.4341970164
"109",33.448655981,0.216498994,0.0333976007,4.1746936993,0.8917553641,0.14,0.1812154645,83668,0.6794794563,0.14,0.2419175366,5.3418280705,0.2239329069,0.1620402309,0.0593060698,0.0290772937,0.3209191031,0.5015711221,0.0230465859
"110",26.117367431,0.2142857143,0.0452516889,4.2808591965,0.8777525731,0.198,0.154785661,54842,0.5421415033,0.235,0.3078140008,5.3286294398,0.1615100355,0.3236767263,0.0118243243,0.0301291573,0.1810059054,0.4933157018,0.2393244149
"111",35.025952419,0.1886792453,0.0518363435,5.1417548163,0.8564245652,0.219,0.1622291638,49948,0.5082607634,0.335,0.339100596,6.4726714564,0.2515968707,0.2001932812,0.0083663139,0.4349102623,0.1226507133,0.4976898297,0.6425311806
"112",37.589179379,0.2503536068,0.0379725384,4.6612797554,0.8947199873,0.151,0.1773655396,64007,0.6756307801,0.179,0.2719443398,6.1690255981,0.1960869783,0.2121706094,0.0360921977,0.0435439964,0.3847921278,0.5051527189,0.0884196685
"113",23.471583593,0.1708074534,0.0386534292,3.6811223765,0.8846387431,0.172,0.1786362631,76232,0.5462237186,0.146,0.2153135175,3.3588621688,0.2170680421,0.2111756012,0.0528359122,0.062143168,0.3172955528,0.4816569501,0.2303204598
"114",29.039089447,0.1764705882,0.0753428284,4.4444161575,0.7797326742,0.148,0.1756667307,53467,0.5783165599,0.272,0.2496625109,4.3856901197,0.2536967534,0.1951434607,0.0054554031,0.0151561763,0.8248118296,0.5104288439,0.5978938094
"115",35.67556419,0.1636363636,0.0346363003,4.2457881211,0.921463613,0.166,0.1501781513,64187,0.5944777967,0.187,0.2205568024,7.7192026518,0.1530315893,0.3416574936,0.0081278357,0.0218488897,0.157138157,0.5064360598,0.3198057652
"116",25.52454506,0.1608391608,0.125494809,4.3587005627,0.7618837324,0.157,0.1791268945,54209,0.5589964186,0.181,0.30335042,4.4446591623,0.2495597617,0.2045881006,0.0171187729,0.0243550389,0.6612571088,0.4889146563,0.1510047528
"117",17.31278853,0.2707681613,0.0331684647,4.8035752197,0.8820506662,0.219,0.1541744643,55505,0.5927435527,0.212,0.2848667889,11.804787416,0.2288910333,0.1780763761,0.1533137403,0.0109225098,0.0855440093,0.5056938828,0.4452386898
"118",19.383225756,0.3529411765,0.0327482877,5.5269368907,0.8597022458,0.215,0.1326468727,52145,0.5209980237,0.266,0.2090628218,14.950364789,0.2302567829,0.2062742248,0.2434593023,0.0046027132,0.0405159884,0.5112645349,0.5258032538
"119",19.074041963,0.3636363636,0.0550228647,5.1096893193,0.8587203146,0.257,0.1228920923,47253,0.5605493134,0.288,0.2929623568,15.529613366,0.2234390324,0.2186444372,0.2339544513,0.008989866,0.064781519,0.5125858124,0.623124541
"120",15.833056255,0.3571428571,0.0357832489,3.9699043608,0.896254143,0.229,0.1320961597,48573,0.6089399426,0.196,0.1882577306,10.440394837,0.177895605,0.308141864,0.0047602215,0.0088370449,0.0285141982,0.5117238129,0.5728013068
"121",12.998965886,0.3333333333,0.0238335344,3.8670800089,0.9012445844,0.155,0.1649422418,86374,0.6531650989,0.099,0.1938489961,8.3420726475,0.2519026755,0.139204855,0.0198307486,0.0193453806,0.1796686951,0.4970663303,0.2400424854
"122",16.830990282,0.2,0.0288122798,4.1174906067,0.9060548363,0.214,0.143425818,53025,0.5971821226,0.178,0.1793184489,13.217023526,0.2256295058,0.2099832828,0.0053024762,0.0097690941,0.0326507157,0.5057204054,0.6267358788
"123",NA,0.2631578947,0.0498411923,5.7024692938,0.8584095707,0.231,0.1286308794,44982,0.4033872209,0.256,0.3565285379,14.411990776,0.2411445486,0.1975333004,0.2697582634,0.0174642329,0.1685249137,0.5158362111,0.4994784258
"124",NA,0.1666666667,0.0311973019,4.9165297077,0.8529751589,0.212,0.1492527577,52535,0.3748862602,0.196,0.1760089686,12.655557899,0.1827476038,0.2274760383,0.2017039404,0.0083067093,0.0517571885,0.4869009585,1
"125",21.153823554,0.4,0.0294773741,4.5469129801,0.8578790882,0.201,0.138875779,50433,0.4369611192,0.212,0.1478274812,13.715491472,0.216408044,0.2384315636,0.006958458,0.0143692158,0.1598009881,0.4957901329,0.821054494
"126",NA,0.25,0.062269836,6.4987376822,0.7964614296,0.271,0.1057062739,38217,0.4967043315,0.373,0.4532856504,10.979139635,0.2162463284,0.2238428036,0.5265876633,0.0057733212,0.064114251,0.4903271549,1
"127",NA,0.3658536585,0.0451242382,4.7258959875,0.897295557,0.201,0.1466040937,50519,0.5760722348,0.24,0.3582269333,16.41574035,0.1995764706,0.1666823529,0.2324705882,0.0066352941,0.0540235294,0.5195764706,0.5297025086
"128",23.107496072,0.3043478261,0.0398457584,4.9253226148,0.8429704119,0.241,0.1370885744,46855,0.5221424297,0.281,0.2589549786,15.331010453,0.2153522608,0.2140904311,0.0099544339,0.0065895549,0.0249561865,0.5043112513,1
"129",NA,0.2926829268,0.0423992878,4.1458962686,0.8790565227,0.226,0.1311167369,52662,0.4262713528,0.203,0.1936373277,14.391365181,0.1848599905,0.2761034646,0.0055370986,0.0082660971,0.0305331435,0.4998022465,0.7271255716
"130",NA,0.0833333333,0.0387972842,5.2285672486,0.9187142065,0.226,0.1338127232,55533,0.6244394619,0.201,0.2848874598,6.6542454086,0.2176242132,0.2176242132,0.1079416097,0.0066961296,0.0299986608,0.5067630909,1
"131",NA,0.4782608696,0.0435914855,5.9594877765,0.883078441,0.23,0.1393702248,47278,0.5722232879,0.299,0.3564922686,12.791107975,0.2114241988,0.1764944184,0.3486226143,0.0063917897,0.0322290241,0.5144040331,0.5437480812
"132",NA,0.3333333333,0.0374509571,4.8140625,0.8920803701,0.227,0.1353888099,52405,0.5258838384,0.269,0.2762820513,11.97719542,0.2233203459,0.2008932814,0.111565143,0.0094554785,0.0476099971,0.5016630239,0.6939415882
"133",10.454158515,0.25,0.0275589185,5.2119042291,0.9017737829,0.197,0.1436984318,60580,0.618049313,0.228,0.3206973884,8.8221140993,0.2489271526,0.1425626233,0.1766636878,0.0054770521,0.0577081324,0.512232673,0.336686715
"134",17.108273989,0.375,0.0321440784,4.0377706835,0.8546954469,0.218,0.1362860191,54741,0.5373332448,0.206,0.295181137,6.1280598894,0.2396070405,0.17997544,0.015980352,0.0273270569,0.0916086779,0.5065247646,0.4940881047
"135",18.868451948,0.2833333333,0.0404828857,5.2640415751,0.8557830695,0.241,0.1405894052,49644,0.5551157895,0.308,0.4568434032,10.310362967,0.2691188033,0.1521217144,0.5506470326,0.0045685387,0.0318947749,0.5274643548,0.1837510122
"136",26.400227448,0.1304347826,0.0368300373,5.4254172553,0.8346878783,0.24,0.1313919538,48299,0.5026803119,0.316,0.3651657595,15.586595528,0.2348051322,0.1891452322,0.2289621107,0.0046382748,0.0227697127,0.5106318896,0.5506445672
"137",NA,0.3333333333,0.040189989,5.4116941856,0.8843930636,0.223,0.1210480148,44476,0.5812633073,0.292,0.4061096137,19.02346227,0.1985139719,0.2574705217,0.4000969149,0.0092069133,0.0458730415,0.5060571798,1
"138",NA,0.3333333333,0.0527269068,4.6555156555,0.7897542582,0.268,0.1078193182,41251,0.438372093,0.407,0.5061425061,17.132551849,0.2480735308,0.2018382694,0.4658806053,0.0049206202,0.0735307771,0.5292916164,0.6219394471
"139",NA,0.380952381,0.0440564137,5.9211618257,0.8736475335,0.222,0.1366950216,48635,0.6737895591,0.273,0.293919793,10.520163647,0.2206847614,0.1803559813,0.2733723612,0.0062089764,0.0418662409,0.5084856011,0.5404034582
"140",14.549032886,0.2625,0.0293395823,4.6466842677,0.9303977089,0.187,0.1629658986,63429,0.6765026991,0.146,0.1954836415,9.1922050102,0.2225512082,0.1411193358,0.1243175498,0.0069478714,0.0473269886,0.5145028003,0.460566163
"141",NA,0.15625,0.0334228188,5.1604121475,0.8624532225,0.257,0.1372082589,48248,0.5344430218,0.223,0.1571169303,13.393117102,0.2225117249,0.2020728389,0.0078744717,0.018354467,0.0402408662,0.5008395576,1
"142",NA,0.125,0.0338847917,4.0319727545,0.8687413872,0.264,0.1261217297,42588,0.5823737821,0.248,0.1821011673,7.4104569782,0.2128896786,0.2579550961,0.0084800517,0.0106606364,0.0251978679,0.5025036343,1
"143",29.381813325,0.2043010753,0.0380866768,4.5755209476,0.9064064407,0.204,0.1404889095,53239,0.6234380578,0.23,0.3671851174,11.262832652,0.1947766488,0.2514961684,0.0853240616,0.007773082,0.0664308765,0.5154312662,0.3378418846
"144",NA,0.0967741935,0.0309400094,4.5238911584,0.9264017765,0.204,0.1492013781,63512,0.5209228681,0.202,0.2895545315,10.503040354,0.2174008811,0.1874449339,0.0311674009,0.0058370044,0.034030837,0.4992290749,0.7377213498
"145",12.387149425,0.2307692308,0.0325757576,4.4329143652,0.8791766303,0.229,0.14857204,54475,0.4722570926,0.226,0.2942135289,9.499751711,0.2373622115,0.1668532553,0.0231226318,0.0054469514,0.0336505339,0.5050378918,0.4514386916
"146",NA,0.275862069,0.0327062847,5.1041701651,0.8388842944,0.228,0.1248575449,46423,0.552354824,0.288,0.3877307921,10.155377272,0.2491646533,0.1942116897,0.2958926644,0.008739012,0.141571994,0.508764715,0.5586842761
"147",18.866800389,0.28,0.0351181444,4.8248881585,0.8853967197,0.228,0.1433733013,50654,0.4858468677,0.209,0.2680634725,11.162061059,0.1908562479,0.197512273,0.1088154685,0.0070174382,0.0390024998,0.4720055417,0.7320823245
"148",NA,0.5263157895,0.0333395073,4.0238733906,0.8841857731,0.225,0.1313882468,46449,0.4607873055,0.229,0.370269452,12.600409513,0.2552361233,0.1880226169,0.1993310504,0.0163255555,0.1384088556,0.5129409891,1
"149",10.590883015,0.3442622951,0.0335764663,4.7781279847,0.8684894807,0.217,0.1434950594,57611,0.5714761746,0.2,0.2373069659,12.459242372,0.2408485967,0.1852945052,0.0235340625,0.0093556463,0.075872974,0.50512584,0.71234646
"150",NA,0.5833333333,0.0517547757,5.0377985923,0.8324722541,0.24,0.137442211,43920,0.5637065637,0.291,0.1946902655,10.063978147,0.1786019362,0.2540575171,0.0254840547,0.0088268793,0.0293280182,0.4713838269,1
"151",NA,0.1904761905,0.049519318,4.6681784682,0.8625806993,0.254,0.1354222537,43579,0.4621260344,0.276,0.3025390028,11.30212361,0.1989292589,0.1823869105,0.176672281,0.0080004812,0.0345885467,0.4983758422,0.6450611758
"152",17.67123426,0.1944444444,0.0520776487,5.1003026602,0.8908410642,0.226,0.1201723382,45894,0.4647305389,0.334,0.4726170569,13.057803556,0.2135852816,0.1896304828,0.5690159699,0.0046228559,0.0268032251,0.5018211251,0.3059322034
"153",17.735887301,0.16,0.0412830413,4.0998707497,0.8047577604,0.243,0.1351565618,46660,0.4046442688,0.247,0.2804439581,7.7384407042,0.2433367947,0.1775316334,0.0172685666,0.0130764201,0.1478789277,0.5008268913,0.6964542312
"154",NA,0.5,0.0478654592,5.8856223309,0.8105892778,0.27,0.1121033413,42437,0.4819672131,0.359,0.2936170213,6.4903456109,0.1852155384,0.2530732667,0.3432224226,0.0081953778,0.0413047041,0.5136862809,1
"155",20.363280932,0.2272727273,0.0356673001,4.2419455216,0.822739726,0.239,0.1420340804,47312,0.578550256,0.25,0.3034880527,7.979376381,0.2213514347,0.1919777846,0.011848195,0.0066646097,0.0177722925,0.5042270904,0.5966946226
"156",NA,0.3636363636,0.0459501558,6.5808969967,0.8351364444,0.284,0.1223319929,35213,0.3354403708,0.449,0.5059116366,8.121591832,0.1805356289,0.2015781923,0.5283357245,0.0075322812,0.0350310856,0.4365136298,1
"157",NA,0.2727272727,0.0447439353,5.2185955519,0.8348156291,0.242,0.1540104036,48311,0.319422513,0.27,0.2399372713,3.8352381683,0.1562403221,0.151362651,0.3004026014,0.0062712914,0.0477702075,0.3599411583,1
"158",NA,0.4444444444,0.0386167147,4.1487650556,0.9057635175,0.209,0.1388716702,48883,0.5339528234,0.242,0.3846731781,13.395847287,0.2182556467,0.2152102191,0.191608155,0.0175958041,0.0428897724,0.5146772693,1
"159",15.602814748,0.5,0.0381789715,3.8026145901,0.8815165877,0.229,0.1475467478,48510,0.5019133938,0.277,0.2407071623,13.669573415,0.2076883264,0.2053357173,0.0135980803,0.0123276714,0.0347245095,0.5044934833,1
"160",22.52739331,0.2264150943,0.028324728,4.249578699,0.8986855857,0.196,0.1604353359,66160,0.5577369439,0.153,0.255057026,7.6282754744,0.2449451645,0.1486872715,0.0640611499,0.008188767,0.0522299767,0.5041143237,0.5193676957
"161",NA,0.2727272727,0.0248622325,4.273013545,0.849665351,0.237,0.1419141369,51233,0.3777893098,0.236,0.2519805776,3.5377358491,0.2352167448,0.1967288116,0.0062907469,0.0184719204,0.0699988562,0.4973121354,1
"162",NA,0.2222222222,0.0372720063,4.3317083079,0.8773592233,0.237,0.13049215,49313,0.5542929293,0.248,0.2384318766,8.2459653669,0.1862756462,0.2915845601,0.0066651211,0.0117074302,0.0277616785,0.5012750667,1
"163",20.916774478,0.2857142857,0.0390108719,5.4806248287,0.8668186371,0.23,0.1399666778,48652,0.5176181371,0.283,0.4137518685,11.723604305,0.2362051137,0.1725653318,0.2543241211,0.0089772514,0.0410556496,0.5013395375,0.3990610329
"164",20.767914403,0.4571428571,0.0524548119,5.9318313418,0.8282369986,0.251,0.1340023811,45168,0.4764648438,0.304,0.4102344197,11.850432415,0.2582013575,0.158602427,0.3561034554,0.0058617853,0.0514962978,0.5092554504,0.4563844169
"165",NA,0.2222222222,0.0442097027,6.2276677589,0.8019283169,0.259,0.1147014059,33090,0.4520958084,0.366,0.4307167235,8.9780038905,0.227757465,0.2413162706,0.3964046313,0.0085313833,0.0295551493,0.5240706886,1
"166",NA,0.2777777778,0.0478184991,5.1647199294,0.8674810577,0.244,0.1243028663,46069,0.4851895735,0.309,0.1965923984,4.6452212287,0.180458158,0.2740766713,0.0050257129,0.0162459093,0.0494389902,0.5009350164,1
"167",NA,0.2666666667,0.0392099913,4.1670834822,0.8960579813,0.241,0.1232662338,44649,0.4084863838,0.316,0.4557165862,8.5501404666,0.2220999878,0.2162327344,0.2940960763,0.0048893778,0.0477936683,0.5086175284,1
"168",NA,0.1176470588,0.0299625468,4.0945630491,0.8493124523,0.216,0.1358702677,47996,0.6272235112,0.294,0.2230113636,6.9405885619,0.1866346426,0.2729584628,0.0045210511,0.0145521334,0.0268437412,0.4879909579,1
"169",NA,0.4333333333,0.039043082,4.8390941597,0.881624881,0.241,0.1236058761,49275,0.5826915282,0.259,0.4027283511,15.690845512,0.2230033108,0.2158828065,0.3946210713,0.0046714137,0.0282098961,0.5167127761,0.5641059603
"170",NA,0.2307692308,0.0364152282,4.4347933374,0.9100950783,0.216,0.1436681992,56640,0.5832618026,0.219,0.2194457065,9.0325170614,0.2124614926,0.2106727616,0.0208685283,0.0105336381,0.0374639769,0.494683494,1
"171",NA,0.3181818182,0.0627562845,6.2035810467,0.8199625117,0.262,0.1035688312,36098,0.5563931574,0.533,0.5787647467,11.94517792,0.2547046524,0.2104025091,0.6194458965,0.0049006796,0.0242420282,0.5286199686,0.4809874457
"172",NA,0.1666666667,0.0370007351,4.9072064694,0.8867236787,0.223,0.1435332136,41348,0.5763888889,0.282,0.1552428507,8.9409894695,0.2219274978,0.2117103841,0.0359563808,0.0137538069,0.0706356224,0.4997543963,1
"173",24.470642426,0.2777777778,0.0338338338,5.0861696538,0.8179316524,0.256,0.1338470833,47372,0.4456360947,0.276,0.3187454413,10.150044131,0.2396532563,0.1835519004,0.0836630362,0.0048899756,0.0381418093,0.5086463659,0.6850424559
"174",NA,0.2608695652,0.0365946633,4.1603765128,0.880364013,0.242,0.1363003185,45289,0.5955826352,0.248,0.2140871177,14.468041131,0.2199410457,0.2349382014,0.0061022909,0.0233231628,0.0674872007,0.5065418628,0.7120857396
"175",14.048232264,0.2857142857,0.0386712403,4.4458050847,0.852976292,0.216,0.1435835739,57881,0.5531641503,0.185,0.2532901537,13.325181458,0.2289237493,0.1659876688,0.03165535,0.0111137126,0.1064699914,0.5012877546,0.5588583329
"176",NA,0.3125,0.0296108291,4.3507079369,0.8558558559,0.214,0.1361759638,51017,0.6385193754,0.211,0.2328267477,13.521819299,0.2052298922,0.2429049449,0.1042260503,0.0044615194,0.0228033214,0.4923782377,1
"177",27.479217257,0.2861356932,0.0348265789,5.1441160798,0.9205457908,0.189,0.1450846267,57057,0.6994779673,0.246,0.3702052324,15.584898736,0.2291623345,0.170361648,0.382662942,0.0046574553,0.0660787433,0.5218880357,0.1136160351
"178",NA,0.16,0.0339403974,4.5158758114,0.8736809193,0.246,0.1360869961,45638,0.5390677775,0.24,0.1502155661,5.3008216274,0.2449965493,0.1941922811,0.011042098,0.0076976164,0.0264373308,0.5022031109,0.6142372516
"179",16.571152386,0.1666666667,0.0488672287,5.0490247415,0.8424220093,0.264,0.1205314582,38062,0.4210682493,0.448,0.4885292913,10.55455385,0.2129971939,0.1758941695,0.5180170148,0.0088637477,0.0615117367,0.4448354194,0.6294066696
"180",27.984221205,0.2666666667,0.0275649567,3.928417589,0.9191469117,0.174,0.1499222816,70330,0.6917205294,0.119,0.1965901915,7.585859957,0.2275414779,0.1874258973,0.0954168204,0.0063914822,0.0588032067,0.5095126299,0.3676184611
"181",NA,0.1428571429,0.0281323877,3.731114537,0.8383268201,0.238,0.1406126507,42599,0.5690140845,0.311,0.2961186219,11.199348402,0.2295767466,0.2145843957,0.0085670576,0.0276389597,0.0851606323,0.490464049,1
"182",NA,0.2105263158,0.0448695652,5.3277351537,0.8198465295,0.262,0.12542302,38070,0.4794352363,0.309,0.1364779874,5.076142132,0.2006819904,0.2554938116,0.0040414246,0.0142712806,0.0337206365,0.4888860823,1
"183",17.716776485,0.2191780822,0.0309878507,4.4006258525,0.8503487709,0.202,0.1352681895,52679,0.5814893031,0.198,0.2585957054,9.968847352,0.2359618469,0.1713169946,0.0656521436,0.0260888431,0.15778055,0.5057686794,0.1967464534
"184",NA,0.45,0.0388010298,5.7259383632,0.7352761361,0.231,0.1363254535,49384,0.3433719434,0.266,0.2295227525,9.5038965976,0.2822899401,0.1463725615,0.035828127,0.0392069361,0.3485911003,0.4909473416,0.627880548
"185",20.957171163,0.2258064516,0.0412529955,4.0842177003,0.8457695663,0.26,0.1227212005,45740,0.5237819026,0.276,0.2331118494,13.619339462,0.2074677148,0.2556990455,0.0100505334,0.011173498,0.0272318922,0.5067377878,1
"186",NA,0.2,0.0416122004,4.987354451,0.8613436123,0.254,0.126704447,41063,0.5512766848,0.311,0.4529147982,11.217049916,0.1955467197,0.2784095427,0.0051689861,0.0108151093,0.0213916501,0.5036182903,1
"187",23.429161496,0.2352941176,0.0479110512,5.3506442022,0.8720039256,0.211,0.1285462972,50258,0.5358686258,0.234,0.2965160177,19.822639541,0.2374178851,0.1946386946,0.3253072685,0.004714982,0.0428056792,0.5104895105,0.521227019
"188",NA,0.2272727273,0.0427852349,4.6602863286,0.8443368171,0.246,0.1241875289,47150,0.3995279838,0.253,0.2638394302,14.655282273,0.1910321699,0.2654949696,0.0084461558,0.0097503416,0.0362687865,0.4962737548,1
