"","alcohol_impaired_driving_deaths","uninsured","mental_health_providers","high_school_completion","some_college","unemployment","children_in_poverty","income_inequality","children_in_single_parent_households","social_associations","injury_deaths","severe_housing_problems","food_insecurity","drug_overdose_deaths","high_school_graduation","disconnected_youth","reading_scores","math_scores","school_segregation","school_funding_adequacy","gender_pay_gap","median_household_income","living_wage","children_eligible_for_free_or_reduced_price_lunch","residential_segregation_black_white","child_care_cost_burden","child_care_centers","homicides","suicides","firearm_fatalities","motor_vehicle_crash_deaths","juvenile_arrests","voter_turnout","census_participation","population","percent_below_18_years_of_age","percent_65_and_older","percent_non_hispanic_black","percent_american_indian_or_alaska_native","percent_asian","percent_native_hawaiian_or_other_pacific_islander","percent_hispanic","percent_non_hispanic_white","percent_not_proficient_in_english","percent_female","percent_rural"
"2748","0.25","0.3157460841","0.0002082032","0.7630799605","0.4226694915","0.0339756592","0.156","3.9039961516","0.28718802","16.356573298","81.241368105","0.1666666667","0.121",NA,"0.975",NA,"2.81398929","2.873689356","0.012373502","-5164.915","0.5404855878","69383",NA,"0.6169590643",NA,"0.2188432325","1.239157373",NA,"24.119903409",NA,"24.18586123",NA,"0.5977272727","0.523","9606","0.3000208203","0.1288777847","0.0066625026","0.0170726629","0.0071830106","0.0008328128","0.5759941703","0.3975640225","0.1527050611","0.4960441391","0.1621567649"
"2749","0.05","0.151563753","0.002283105","0.8348694316","0.5929054054","0.0298189563","0.284","4.3355805243","0.0574712644","23.296447292",NA,"0.0449612403","0.115",NA,NA,NA,"2.983431801","3.420899384","0.1279320925","3840.5805","0.6148874723","66411",NA,"0.3849607183",NA,"0.2286368222","7.299270073",NA,NA,NA,NA,"0","0.7643939394","0.501","1752","0.2066210046","0.1689497717","0.0325342466","0.0199771689","0.022260274","0.0005707763","0.1974885845","0.7191780822","0.0156479218","0.4805936073","1"
"2750","0.1610169492","0.1600033929","0.0003532154","0.8931526668","0.5785198151","0.0571821858","0.186","4.7059954141","0.2326943054","9.558424394","98.180561679","0.1103896104","0.158","28.285049559","0.9046064581","0.1410614525","2.763987689","2.853136842","0.2078593856","-3176.87708","0.6478062849","63901",NA,"0.5514749751","72.429368755","0.2322029389","4.2507970244","7.6418972963","19.445711824","16.681163392","23.435151709","6.8292682927","0.5854110759","0.537","84934","0.2520309888","0.1608543104","0.0890102903","0.0079944427","0.0121741588","0.001083194","0.096698613","0.7809475593","0.0157153316","0.5027550804","0.3606853127"
"2751","0.2682926829","0.2141291002","0.0002394063","0.8750449386","0.4755715628","0.0377617054","0.238","4.6684210526","0.1989158259","11.503869483","96.792035398","0.1441702951","0.153","20.643385515","0.9464980545","0.2585949178","2.549128693","2.677663456","0.0444786431","-1949.80126","0.8010281508","56809",NA,"0.6751369113","72.035913424","0.3509127075","3.5252643948",NA,"21.060482031","11.061946903","26.422318384","5.1851851852","0.5927384907","0.473","29239","0.2314716646","0.2025035056","0.0234960156","0.0116967065","0.0099866617","0.0009576251","0.2095830911","0.7374397209","0.0171881394","0.5080201101","0.5037840121"
"2752","0.1475409836","0.1942571364","0.0001763902","0.837169762","0.6245558626","0.0459030014","0.188","5.7335419053","0.2146013449","11.025358324","103.94380105","0.0987297921","0.144",NA,"0.9441761364",NA,"2.865603522","3.030577542","0.0620840262","-2833.431","0.6569420958","59772",NA,"0.5224334601","20.588075571","0.234624908","3.7907505686","7.9899204081","22.628488332","29.450743631","39.334992778","5.9090909091","0.6644038294","0.495","22677","0.2304978613","0.2039070424","0.1520483309","0.0085549235","0.0065264365","0.0007055607","0.0999691317","0.7208184504","0.0151536543","0.4982140495","0.7186430128"
"2753","0.140625","0.1686915108","0.0006391934","0.9027614456","0.6603555579","0.0327102178","0.1","4.2935886842","0.1266496439","8.6754612028","71.977034046","0.1299890949","0.111","13.620936049","0.9569223772","0.0774739583","3.044796979","3.115094747","0.0303802087","97.254225","0.7088348067","95277",NA,"0.3385500575","54.474442273","0.2092320287","5.376959158","2.5636897443","18.442577375","12.783565892","19.381494467","10.666666667","0.7576433121","0.68","165834","0.2451547933","0.1597018705","0.0167516915","0.0102451849","0.009105491","0.001001001","0.1460798148","0.8039424967","0.0155270545","0.4970512681","0.6434807249"
"2754","0.1818181818","0.2861127956","0.0001039501","0.7105727579","0.4679144385","0.0241527074","0.185","3.4102695471","0.1831298557","12.228676246","78.115364059","0.1353032659","0.103",NA,"0.9496621622",NA,"2.596446578","3.089521322","0.2006122965","-9164.747","0.8677892979","57786",NA,"0.6886462882",NA,"0.2627626069","1.2987012987",NA,NA,NA,"24.93729005",NA,"0.4853479853","0.465","9620","0.2761954262","0.1487525988","0.0126819127","0.0168399168","0.0101871102","0.0033264033","0.6583160083","0.314033264","0.1103159749","0.4771309771","1"
"2755","0.16","0.2472818762","0.0002714625","0.7590900253","0.3865472811","0.0403353369","0.24","4.8900615327","0.3330638642","7.2760947215","78.239232486","0.1416837782","0.158",NA,"0.9020491803",NA,"2.666958439","3.067764308","0.0633708646","-2599.066333","0.5985065115","54003",NA,"0.7054429029","13.046452338","0.3126492973","3.8759689922",NA,"23.57537761","20.521765898","29.054195153","16.25","0.4381041764","0.442","14735","0.248456057","0.1325415677","0.0402443163","0.0157448252","0.0154054971","0.0013573125","0.7098744486","0.2258568035","0.0399262464","0.4306073974","0.4371750148"
"2756","0.2317073171","0.2022710029","0.0006196601","0.8136873802","0.4105184447","0.0553773787","0.31","4.5278855975","0.3111330049","8.6706872965","123.70811149","0.1482307049","0.173","20.480393224","0.8935604396","0.1728120835","2.770893263","2.943847986","0.0788276217","-5480.91125","0.6472853292","58894",NA,"0.6544242768","53.637237765","0.2310761707","2.7237354086","11.703318033","26.406663298","26.229251488","28.259231349","15.11627907","0.6344700944","0.436","53255","0.2015960943","0.1879260163","0.0886865083","0.0216881044","0.0098394517","0.001070322","0.1581823303","0.7116327105","0.0202967409","0.4619847902","0.8884344512"
"2757","0.2781954887","0.2444394971","0.0025941459","0.7716907749","0.4720611249","0.0320097318","0.276","4.9903911813","0.3071367481","10.982693677","105.58033596","0.2036173359","0.155","22.573621438","0.8975664488","0.1204800972","2.8673478","3.122241675","0.1650252213","-3188.996575","0.7628372775","51028",NA,"0.7008788723","58.46929901","0.2975621228","4.2232621847","10.928226769","25.020085259","23.21750566","22.096634346","22.950819672","0.4481080718","0.574","115645","0.2654416533","0.1413809503","0.1015348696","0.013740326","0.0496346578","0.0014527217","0.4036490985","0.4253793938","0.0655665928","0.4834882615","0.1126429023"
"2758","0.4444444444","0.3871244635","0.0008418926","0.6162361624","0.4763603925","0.0616925065","0.383","5.5835311039","0.2947882736","9.7719869707","59.780009565","0.1375968992","0.245",NA,"0.8799618321",NA,"2.47760659","2.773084435",NA,"-27293.46","0.7917347515","43666",NA,"0.8299164768",NA,"0.3198827463","2.2471910112",NA,NA,NA,NA,"0","0.732892562","0.289","5939","0.2695740024","0.2325307291","0.0186900152","0.0195319077","0.0185216366","0.000336757","0.8290958074","0.1271257788","0.1813526399","0.4854352585","1"
"2759","0.15","0.2455294999","0.0005458941","0.8738983788","0.5023364486","0.0342077006","0.205","4.2761408083","0.2356687898","9.5930929731","91.062833355","0.1365740741","0.142",NA,"0.925",NA,"2.611471709","2.78417972","0.0031827578","-2622.531","0.7647485118","45419",NA,"0.5893580104","36.732842257","0.3087694577","5.7581573896",NA,"19.360088852",NA,"29.772183254",NA,"0.6425690021","0.503","12823","0.1979256024","0.2506433752","0.02417531","0.015129065","0.0116197458","0.0004679092","0.1062933791","0.8277314201","0.0219301988","0.4923964751","1"
"2760","0.2258064516","0.1572875187","0.0012795949","0.9385021289","0.7339957813","0.0284099869","0.084","3.9615765218","0.2127362","7.7856715837","71.224350927","0.1208824117","0.113","13.286955531","0.95","0.0552818171","3.091623831","3.262506604","0.0667639246","24.36426","0.7572862821","77066",NA,"0.4380854172","45.000968635","0.1970259258","3.7313432836","3.4556819265","20.454042905","16.469728206","14.136880608","18.248175182","0.6480360721","0.685","146140","0.2366361024","0.1573628028","0.0361228959","0.0098261941","0.0203982483","0.0010674695","0.2540509101","0.6688928425","0.0083768216","0.5054331463","0.1697725803"
"2761","0.3076923077","0.2253767964",NA,"0.8811681772","0.3411306043","0.035495716","0.154","3.1955466667","0.1007984032","15.370427298","92.461655608","0.1479820628","0.107",NA,"0.975",NA,"3.008175659","3.090455504","0.003643191","3671.658","0.753433018","83195",NA,"0.5862068966",NA,"0.1645892181",NA,NA,NA,NA,"38.780733731","0","0.4984478936","0.433","3135","0.2858054226","0.1145135566","0.0277511962","0.0165869219","0.0111642743","0","0.7285486443","0.2223285486","0.0209302326","0.4535885167","1"
"2762","0.1333333333","0.2503856041","0.0003521127","0.8906964921","0.2639296188","0.0463692038","0.357","3.8890044641","0.4070121951","21.231422505","90.383224873","0.1593625498","0.213",NA,NA,NA,"2.449858229","2.73072335","0.0055227694","-13466.67","0.6352550464","49467",NA,"0.6631762653",NA,"0.2475589787","6.4516129032",NA,NA,NA,NA,"0","0.7682170543","0.206","2840","0.1778169014","0.2961267606","0.0165492958","0.0267605634","0.0066901408","0.0052816901","0.2982394366","0.6447183099","0.0191154423","0.5045774648","1"
"2763","0.2307692308","0.1820411023","0.0004332005","0.8512221041","0.5515011547","0.0511275272","0.273","5.2940364771","0.2185628743","12.115967114","108.37487704","0.1467444121","0.167",NA,NA,NA,"2.815843793","2.984221683","0.1822201115","-6213.856638","0.6702436466","47081",NA,"0.7319980925","67.507905538","0.2855504344",NA,NA,"25.504376575","21.674975407","37.807630052","18.888888889","0.6025947068","0.479","11542","0.2040374285","0.2503898804","0.150927049","0.0189741813","0.0051984058","0.0005198406","0.0815283313","0.7306359383","0.0165629575","0.505371686","1"
"2764","0.1764705882","0.2270672159",NA,"0.7079365079","0.4615568862","0.0340175953","0.284","5.2184827073","0.378578024","4.1416442328","74.94702021","0.1286472149","0.126",NA,"0.8776119403",NA,"2.669172524","2.900962212","0.020820854","5582.933","0.6877811422","53969",NA,"0.6839304718","54.085464919","0.3128462636","3.8510911425",NA,NA,NA,"30.829308396","17.142857143","0.3647058824","0.396","12905","0.2461061604","0.1237504843","0.036807439","0.0137156141","0.0186749322","0.0012398295","0.7728012398","0.1610228594","0.1182983241","0.4234792716","0.1130322756"
"2765","0.1666666667","0.1980293663",NA,"0.8384010206","0.35","0.0471698113","0.282","4.7815279006","0.4410019776","5.9206631143","80.374314665","0.1208576998","0.159",NA,NA,NA,"2.72665931","2.789546702","0.0423133437","-3480.076667","0.7313598792","50936",NA,"0.686009539","45.759560389","0.332829433","2.2075055188",NA,NA,NA,"28.313143366",NA,"0.6279850746","0.402","6632","0.2224065139","0.2193908323","0.0554885404","0.0125150784","0.0101025332","0.0001507841","0.5260856454","0.3941495778","0.0121431951","0.5091978287","1"
"2766","0.6666666667","0.1578947368","0","0.9179104478","0.6234567901","0.037593985","0.133","3.8121476166","0.0224719101","0",NA,"0.0424242424","0.127",NA,NA,NA,NA,NA,NA,"4566.615","0.7459956877","70814",NA,"0.2959183673",NA,"0.2144208772",NA,NA,NA,NA,NA,"0","0.9166666667","0.486","803","0.2291407223","0.2316313823","0","0.0261519303","0.00249066","0","0.1282689913","0.8405977584","0","0.501867995","1"
"2767","0.0588235294","0.1927321871","0.0001748965","0.8528037383","0.444388271","0.0383891607","0.266","4.9214710066","0.2967934377","10.024767072","86.37392908","0.1407407407","0.141",NA,"0.9251184834",NA,"3.077494763","3.300829458","0.1776684082","-16952.7772","0.717709634","57796",NA,"0.5989256938","51.79380007","0.3033081874","2.8063610851","10.076920493","18.703157516","17.508228868","25.192301233",NA,"0.6443118536","0.439","17153","0.2393167376","0.2085349502","0.1823587711","0.0121844575","0.0091529179","0.0005829884","0.229347636","0.5610097359","0.0162776025","0.507083309","1"
"2768","0.3414634146","0.1280644305","0.0016070385","0.9434357736","0.7911692504","0.0330963678","0.06","3.3237761681","0.1289270794","7.7332210584","47.292146288","0.1023073574","0.083","9.9642494807","0.9686715659","0.0790820282","3.19735431","3.50314408","0.029657077","-1650.8195","0.7559779492","124291",NA,"0.299491472","41.124906019","0.1603897306","3.7459029187","2.1024068353","14.118062903","11.160946524","8.2694668857","6.09375","0.7681704797","0.72","123208","0.2623855594","0.1262905006","0.0904080904","0.0092201805","0.0367914421","0.0013960132","0.209199078","0.6391630414","0.0134142354","0.4998539056","0.1373598345"
"2769","0.3888888889","0.2158786798","0.0005071508","0.8289473684","0.5119721376","0.0330208777","0.242","4.2221461708","0.2203463203","18.103188173","88.048837755","0.1311053985","0.136",NA,"0.9539115646",NA,"2.815916765","2.957043399","0.036505835","-4184.74125","0.8010181976","52729",NA,"0.6174261392","31.112285276","0.2625879497","7.0546737213",NA,NA,NA,"30.510213988","15","0.5797501644","0.505","9859","0.2343036819","0.2043817831","0.022720357","0.0202860331","0.0119687595","0.0004057207","0.3582513439","0.5934678974","0.0271867612","0.4859519221","1"
"2770","0.1511627907","0.2030096909","0.0003375021","0.8415279355","0.5298963215","0.041530981","0.221","4.177424395","0.2237477752","12.134311662","87.067823602","0.1243422875","0.126","9.2894787364","0.9345985401","0.1516683519","2.782642222","2.911020512","0.0341051064","-13172.565","0.6966800711","55085",NA,"0.6804601967","22.803137609","0.2545883634","2.7378507871","6.1405710197","16.21776362","16.371727515","31.770780493","6.9387755102","0.544775739","0.512","53333","0.2226013913","0.1738135863","0.1631822699","0.0110813193","0.0075750473","0.0012562579","0.1859449122","0.6225788911","0.0249809382","0.4673091707","0.6407476922"
"2771","0.2608695652","0.2132892277","0.0002985669","0.8691367757","0.5070028011","0.0702020202","0.271","4.5802830415","0.2790432802","13.945612113","128.50512102","0.1502762431","0.202",NA,"0.8996296296",NA,"2.806086598","2.993800433","0.0376349081","-3984.680333","0.7438604795","50564",NA,"0.6204259967","15.799764896","0.2691440551","4.0983606557",NA,"19.564567392","23.015842572","39.830240767",NA,"0.6448620082","0.294","10048","0.1761544586","0.3069267516","0.0630971338","0.0112460191","0.0055732484","0.0006966561","0.0524482484","0.8467356688","0.000210062","0.4975119427","1"
"2772","0.3928571429","0.2525199861","0.0002545501","0.8231571746","0.3066202091","0.058177117","0.321","5.5745856354","0.3479099678","7.5738449886","112.49144087","0.1091644205","0.211",NA,NA,NA,"2.191600736","2.537395501","0.2385573871","-14532.6985","0.5927889714","49591",NA,"0.7945472249","45.115421798","0.2744247948","5.6657223796",NA,NA,NA,"48.539481668",NA,"0.6272727273","0.308","7857","0.1986763396","0.2670230368","0.209240168","0.0096729031","0.0047091765","0.000127275","0.082983327","0.6833396971","0.0262020176","0.5008272878","1"
"2773","0.2790697674","0.2326658557","0.0001763793","0.8556021264","0.4546601767","0.0484727756","0.27","5.0857737971","0.2044951473","2.8696463161","96.485279003","0.1680630853","0.171","18.596434134","0.925",NA,"2.307478804","2.508822387","0.0652632387","-7295.4515","0.7597740028","57855",NA,"0.7308789954","17.772028168","0.235225996","2.9806259314","7.5701373223","21.598430686","18.877554588","25.738466896","6.1538461538","0.5903783279","0.414","28348","0.2087977988","0.2324326231","0.0868138846","0.0128756879","0.0057852406","0.0014110343","0.1680541837","0.7143361084","0.032254388","0.4983420347","1"
"2774","0.2602739726","0.2066527783","0.0004717386","0.8229614695","0.5102442223","0.0601426767","0.237","5.1467378686","0.3396988819","7.6041263146","64.276108837","0.1739965841","0.166","10.31951174","0.9512390351","0.1640031438","2.902779802","3.076966523","0.0692649369","-2345.683843","0.6567643583","62919",NA,"0.6999048247","48.110566333","0.2694416631","4.2122999158","6.3476211232","14.273595709","15.994976393","15.657465437","9.8571428571","0.5497027601","0.504","69954","0.258784344","0.1505846699","0.0165537353","0.0109929382","0.0122509077","0.0016868228","0.5868713726","0.3719873059","0.0253320063","0.4924950682","0.2783215766"
"2775","0","0.2756605691","0.0003434066","0.8581146744","0.4411960133","0.0353151542","0.279","3.7526893983","0.2608294931","13.729191694","60.13229104","0.1170960187","0.137",NA,NA,NA,"2.497162794","3.251325564","0.1298251426","-2316.507033","0.8149817089","51350",NA,"0.6112730807",NA,"0.2860954236","6.9444444444",NA,NA,NA,"26.32901697",NA,"0.581452514","0.426","5824","0.190418956","0.2268200549","0.0396634615","0.0154532967","0.0075549451","0","0.3123282967","0.6200206044","0.0283649503","0.4469436813","1"
"2776","0","0.2965266978","0.0008485363","0.819939577","0.5320945946","0.0353697749","0.227","5.7593623101","0.1622073579","16.467682174","79.256430579","0.0869565217","0.107",NA,NA,NA,"2.751088945","3.150197489","0.0170896652","-624.6895","0.5130990612","54168",NA,"0.6452905812",NA,"0.2527876237","5.076142132",NA,NA,NA,NA,"0","0.5853535354","0.33","2357","0.2312261349","0.2231650403","0.0148493848","0.0140008485","0.0059397539","0","0.5519728468","0.4153585066","0.0472406181","0.4904539669","1"
"2777","0.1481481481","0.2232492558","0.0002996524","0.8443336355","0.5517460317","0.0413815057","0.21","4.5208462164","0.0966674545","10.699001427","85.607276619","0.1177432543","0.134",NA,"0.9106741573",NA,"2.60693293","2.776881355","0.0606996292","307.20411333","0.7311748747","60387",NA,"0.6089909444","50.399733511","0.2292877606","3.6934441367",NA,"17.259404011","17.834849296","23.518936944",NA,"0.4778184778","0.545","16686","0.2529665588","0.1521035599","0.0438091813","0.014083663","0.0097686683","0.0009588877","0.4285628671","0.5003595829","0.0287610619","0.4640417116","0.3180368533"
"2778","0","0.2429647245","0.0006277464","0.9352886406","0.6900763359","0.0273224044","0.195","5.1923644989","0.0744525547","31.133250311","79.471818071","0.0842490842","0.125",NA,NA,NA,"2.817380137","3.208772182","0.029330175","-1803.0375","0.7930941365","64690",NA,"0.4855769231",NA,"0.2140361725","5.9171597633",NA,NA,NA,NA,NA,"0.6617886179","0.44","3186","0.2319522913","0.2065285625","0.0166352793","0.011299435","0.0062774639","0.0009416196","0.12868801","0.8242310107","0","0.4940364093","1"
"2779","0.2325581395","0.2672813434","0.0007497501","0.8168721691","0.4709524677","0.042161574","0.274","5.5558264757","0.2737261146","10.860938218","100.75244485","0.1623616236","0.164",NA,"0.9617605634",NA,"2.795047087","3.048137733","0.1093012772","-12931.0672","0.6874615857","51551",NA,"0.693498452","24.141809523","0.2639909992","2.9103608847","10.224948875","15.481287537","17.591696719","36.923426494",NA,"0.5897106109","0.434","24008","0.2575808064","0.1818143952","0.1683605465","0.0107880706","0.0162862379","0.0014995002","0.1958930357","0.6021326225","0.0357396871","0.5024575142","0.7867371576"
"2780","0.0555555556","0.3274753536",NA,"0.7207093097","0.4391634981","0.0283224401","0.153","3.6077626535","0.140569395","17.869907076","66.697792303","0.1121495327","0.123",NA,NA,NA,"3.012935842","3.095217161","0.0189920185","-11859.21","0.7057473684","73395",NA,"0.582781457",NA,"0.2068805777","7.9365079365",NA,NA,NA,NA,NA,"0.4997481108","0.464","2799","0.2729546267","0.1586280815","0.0121471954","0.0175062522","0.0096463023","0","0.4601643444","0.5087531261","0.0409150902","0.4726688103","1"
"2781","0.1698113208","0.2118409219","0.001686494","0.8759462412","0.6425272461","0.0371890869","0.165","4.4918268244","0.2519425019","12.395335306","72.441911126","0.1467677676","0.129","9.3518462103","0.9448040051","0.0954425612","2.918864062","3.084793787","0.1541831835","-4568.595129","0.7744420678","67978",NA,"0.6855712186","41.479007108","0.2063020389","3.9305601048","5.0250726309","19.841075351","18.046027683","18.487304247","13.955555556","0.6164254481","0.612","241922","0.2401187159","0.1737378163","0.1711047362","0.0090814395","0.0172700292","0.001070593","0.2102041154","0.5817205546","0.0384620639","0.5145584114","0.3492476839"
"2782","0.3636363636","0.1806816686","0.0004099621","0.9286585366","0.640163562","0.0380494205","0.134","4.5772277228","0.2329693188","9.5046995459","96.497576595","0.1303656598","0.127",NA,"0.8854591837",NA,"3.125323975","3.060238243","0.0056014055","334.4502","0.5738034715","75568",NA,"0.3763242745",NA,"0.2638021385","10.416666667",NA,"20.57218975",NA,"30.105686806",NA,"0.7285714286","0.509","9757","0.2106180178","0.1995490417","0.0103515425","0.0169109357","0.0114789382","0.0008199242","0.1792559188","0.7774930819","0.0162692222","0.4999487547","1"
"2783","0.3333333333","0.2899728046","0.000212999","0.6086968435","0.4748241052","0.1095137249","0.4","6.5508575987","0.4119623029","1.9682357038","39.515075928","0.2134520885","0.237","5.1295730143","0.9522185154","0.0873847443","2.938464861","3.212132821","0.1161195915","-35763.39333","0.8215896202","35758",NA,"0.9152993623",NA,"0.3971698641","3.4504391468","4.6476217456","6.0379849981","8.3352113285","11.951027346","12.666666667","0.5612489992","0.46","65728","0.3219936709","0.1124330574","0.0018865628","0.0041686952","0.0025712025","0.0002738559","0.9606408228","0.0345666991","0.227307028","0.5118366602","0.2859526699"
"2784","0.5","0.2413896827","0.0006389776","0.8327559055","0.4577922078","0.0373189295","0.26","5.3602776295","0.2544204322","6.5409353538","105.05327702","0.1407624633","0.15",NA,"0.975",NA,"2.731442994","2.831450181","0.01186218","-6592.66","0.7507604456","50710",NA,"0.6506704305","51.130395013","0.2730427923","4.3103448276",NA,"23.954097223",NA,"33.338889815",NA,"0.539389638","0.459","9390","0.2083067093","0.2039403621","0.0318423855","0.0157614483","0.0102236422","0.0007454739","0.2591054313","0.6788072417","0.0317587709","0.4509052183","0.400615317"
"2785","0.2222222222","0.2151360544",NA,"0.9012195122","0.5297805643","0.04","0.171","3.166660222","0.2572614108","21.723388849",NA,"0.0469135802","0.082",NA,NA,NA,"3.138254665","3.124938461","0.0029677383","-1439.127","0.5864975252","75895",NA,"0.487654321",NA,"0.1804203175","10",NA,NA,NA,NA,NA,"0.8463576159","0.312","1417","0.292166549","0.1383203952","0.0134086097","0.0183486239","0.0028228652","0.0007057163","0.3846153846","0.5758645025","0.0236966825","0.4975299929","1"
"2786","0","0.2305159166","0.0033840948","0.8088426528","0.2903225806","0.0302158273","0.196","4.3202025239","0.2113821138","24.650780608","180.04501125","0.0924528302","0.116",NA,NA,NA,NA,NA,"0.0136127927","-3031.85","0.517788764","53153",NA,"0.5081081081",NA,"0.2604932929","7.0422535211",NA,NA,NA,NA,"0","0.7215686275","0.317","1182","0.2055837563","0.2707275804","0.0321489002","0.0152284264","0.0186125212","0.0008460237","0.203891709","0.7267343486","0.0008403361","0.4974619289","1"
"2787","0.0625","0.2375565611",NA,"0.8","0.4954864594","0.0570599613","0.216","4.4678063341","0.4123616236","18.077734257","70.813814141","0.16796875","0.135",NA,NA,NA,"3.113776919","3.258333573","0.0087809018","-872.125","0.484104143","68838",NA,"0.506512301",NA,"0.1989162962","2.8985507246",NA,NA,NA,NA,NA,"0.636809816","0.342","3217","0.2402859807","0.2008082064","0.0074603668","0.0180292198","0.0068386696","0","0.6593099161","0.3248368045","0.0439595193","0.4926950575","1"
"2788","0","0.2851137015",NA,"0.7789799073","0.4552281918","0.0402632598","0.274","6.408950299","0.1404011461","14.269406393","106.20336583","0.1269230769","0.172",NA,"0.9317934783",NA,"2.035946435","2.252507138","0.1428428583","-5388.945667","0.8246444434","52148",NA,"0.7142857143","21.524230847","0.2911712817","6.1728395062",NA,"36.682543398",NA,"34.802111328","26.25","0.4757575758","0.503","6881","0.2392094172","0.1697427699","0.0803662258","0.0199098968","0.0078476966","0.0011626217","0.4708617933","0.4214503706","0.0533677969","0.4589449208","1"
"2789","0.225772098","0.1987434139","0.0017905917","0.8705962412","0.6485014119","0.0360553765","0.139","4.2643856045","0.2505936714","6.9598683644","56.339531698","0.1657427209","0.12","13.931876117","0.903742242","0.0719249898","2.906777465","3.043955702","0.1670007182","-5463.734598","0.8460973247","76285",NA,"0.5862026045","48.369056732","0.2700268729","4.2687545572","6.2521068945","13.026820982","13.401011938","10.48228518","10.022431584","0.6162604147","0.668","2154595","0.2520696465","0.1234329422","0.1803842485","0.0094026952","0.0618622061","0.0026436523","0.3052527273","0.427601475","0.0532604316","0.5075659231","0.0122815828"
"2790","0.15625","0.1886480406","0.0022181961","0.8998921722","0.6173608718","0.0333522092","0.195","4.4073510867","0.2633943904","12.907637135","80.058748146","0.1254092668","0.141","13.553357428","0.926834221","0.0499778369","2.944896307","3.105970472","0.0798838592","-2984.2739","0.8460176254","61798",NA,"0.5179566049","35.250568781","0.2240525583","4.4383075254","5.1702244705","20.673623191","16.846894844","17.371954221","21.705426357","0.5583291139","0.594","145163","0.2430509152","0.1495904604","0.076073104","0.0103469892","0.0215550795","0.0018530893","0.26047271","0.6132278886","0.0196984381","0.5092895573","0.1750600525"
"2791","0","0.235908142","0","0.9373259053","0.675","0.0341463415","0.23","3.0812852722","0.3611111111","0",NA,"0.0833333333","0.1",NA,NA,NA,NA,NA,NA,"-1387.988","0.3530058027","47969",NA,"0.5187969925",NA,"0.3519773187",NA,NA,NA,NA,NA,"0","0.5834394904","0.28","693","0.1818181818","0.3347763348","0.0144300144","0.0432900433","0.0072150072","0","0.544011544","0.3982683983","0.0152761457","0.4776334776","1"
"2792","0.1538461538","0.274674321","0.0000864528","0.7599238717","0.493576741","0.0414786159","0.3","4.8428012221","0.3680469716","8.5077420453","81.598015536","0.2182926829","0.178",NA,"0.9489705882",NA,"2.432843829","2.484299719","0.0833849805","-4293.105","0.8434245164","46998",NA,"0.7968109339","25.442632093","0.3155027874","2.1762785637",NA,"26.511895637",NA,"20.733982998","13.076923077","0.4481389578","0.495","11567","0.2796749373","0.1506873001","0.0357050229","0.0136595487","0.0062246045","0.0006916227","0.5820869716","0.3653497017","0.0815470218","0.4731563932","0.3014960696"
"2793","0.1666666667","0.2421805183","0.0006451613","0.9022556391","0.5949367089","0.0311653117","0.19","3.9352481636","0.3384615385","20.066889632","132.89036545","0.1048951049","0.15",NA,NA,NA,NA,"2.82669139","0.0246390855","392.042","0.7179397567","50997",NA,"0.4637223975",NA,"0.271506167",NA,NA,NA,NA,NA,"0","0.7481171548","0.358","1550","0.2322580645","0.2541935484","0.0103225806","0.0109677419","0.0070967742","0","0.135483871","0.8290322581","0.0090771558","0.4980645161","1"
"2794","0.1489361702","0.2683010654","0.0008331197","0.7758904674","0.4426789232","0.0431523796","0.221","4.356681387","0.3125973737","10.582689286","74.32615052","0.1988251243","0.142",NA,"0.9789642857","0.1540130152","3.025134232","3.210451333","0.0771620601","-8734.516333","0.7142025872","58411",NA,"0.7300429185","38.634997297","0.230162127","2.519949601","5.7014793146","20.278021647","17.813705496","20.613040599","11.282051282","0.5647468524","0.545","31208","0.2824275827","0.1496090746","0.0894321969","0.0248654191","0.0130094847","0.001954627","0.4578313253","0.425115355","0.0955596128","0.5066649577","0.5065446283"
"2795","0.3571428571","0.2018910363","0.0020438717","0.8664597077","0.6227419603","0.0342522374","0.168","4.1773485817","0.2485536973","10.886769226","68.254910235","0.1388662554","0.128","10.038452851","0.9064329502","0.0655258765","2.806628435","2.917096594","0.0836800442","-2894.395983","0.7153424608","60348",NA,"0.5747571785","42.648779572","0.2269006429","6.5856129686","4.5710436414","19.578796285","16.979669787","13.352259058","18.571428571","0.5208825393","0.646","118892","0.238552636","0.1671853447","0.0345271339","0.0118006258","0.0145426101","0.0017326649","0.4272701275","0.5051054739","0.0258428475","0.4994869293","0.1668374957"
"2796","0.2541856925","0.1500004355","0.0036926018","0.9082349418","0.7838003783","0.0281923029","0.117","4.544227923","0.2214814954","8.7882349516","61.447176199","0.1802026326","0.119","16.754257063","0.9232409906","0.0449813668","3.017524259","3.184119477","0.2213564882","-6685.234914","0.8137406051","95151",NA,"0.4949562843","49.677673258","0.219535265","6.6487610922","3.8598394925","13.045445834","9.6930756822","10.056199034","6.6507633588","0.7087868253","0.644","1326436","0.1992414259","0.1097308879","0.0845694779","0.0119794698","0.0836007165","0.0013283717","0.3301161911","0.4791230033","0.0507102163","0.4880635025","0.0511065054"
